ID,value
Fund 1-Fund 77,0.8901204737768208
Fund 1-Fund 78,0.8773376525772283
Fund 1-Fund 79,0.8654293970256638
Fund 1-Fund 80,0.7612711645547297
Fund 1-Fund 81,0.6685676359645638
Fund 1-Fund 82,0.6500151074646499
Fund 1-Fund 83,0.8489083803719545
Fund 1-Fund 84,0.7772317747225761
Fund 1-Fund 85,0.8689166070520734
Fund 1-Fund 86,0.6367161037306113
Fund 1-Fund 87,0.8910672117465452
Fund 1-Fund 88,0.8553481132133262
Fund 1-Fund 89,0.7495515253659659
Fund 1-Fund 90,0.776388432574742
Fund 1-Fund 91,0.8777260562878115
Fund 1-Fund 92,0.7378912423097945
Fund 1-Fund 93,0.8952859332509615
Fund 1-Fund 94,0.6639697810487615
Fund 1-Fund 95,0.7107168986866901
Fund 1-Fund 96,0.8404343515520459
Fund 1-Fund 97,0.834156740461966
Fund 1-Fund 98,0.862558690713067
Fund 1-Fund 99,0.8384937844785172
Fund 1-Fund 100,0.8650030156449656
Fund 1-Fund 101,0.8861717391704287
Fund 1-Fund 102,0.7421660852521663
Fund 1-Fund 103,0.8658963563456562
Fund 1-Fund 104,0.7703088416857752
Fund 1-Fund 105,0.8251775781760913
Fund 1-Fund 106,0.7885654952243096
Fund 1-Fund 107,0.7930644370336859
Fund 1-Fund 108,0.8809218612289603
Fund 1-Fund 109,0.8682115435923679
Fund 1-Fund 110,0.8260769797651996
Fund 1-Fund 111,0.8882119511531806
Fund 1-Fund 112,0.8446968504224879
Fund 1-Fund 113,0.8585622460477913
Fund 1-Fund 114,0.8571888268881949
Fund 1-Fund 115,0.8668955900725243
Fund 1-Fund 116,0.6966191931070969
Fund 1-Fund 117,0.8066790607438704
Fund 1-Fund 118,0.8643367356288636
Fund 1-Fund 119,0.7228984153707299
Fund 1-Fund 120,0.7445054367212464
Fund 1-Fund 121,0.8208209747146302
Fund 1-Fund 122,0.8755157787750908
Fund 1-Fund 123,0.8655467291326381
Fund 1-Fund 124,0.9234989408381389
Fund 1-Fund 125,0.7833355408111782
Fund 1-Fund 126,0.8413468491352112
Fund 1-Fund 127,0.8880584760659427
Fund 1-Fund 128,0.8501437639422756
Fund 1-Fund 129,0.8216518815466103
Fund 1-Fund 130,0.8047474340440598
Fund 1-Fund 131,0.8180348601672615
Fund 1-Fund 132,0.6133030525509149
Fund 1-Fund 133,0.8404676496845143
Fund 1-Fund 134,0.8451810550595472
Fund 1-Fund 135,0.8882119511531806
Fund 1-Fund 136,0.9120725433482083
Fund 1-Fund 137,0.8079907981986618
Fund 1-Fund 138,0.6283290668212027
Fund 1-Fund 139,0.7228984153707299
Fund 1-Fund 140,0.721930973503209
Fund 1-Fund 141,0.7143864172800353
Fund 1-Fund 142,0.8356255827147258
Fund 1-Fund 143,0.6446843575965505
Fund 1-Fund 144,0.8655744589097989
Fund 1-Fund 145,0.658216510493896
Fund 1-Fund 146,0.8643367356288636
Fund 1-Fund 147,0.8684417966773099
Fund 1-Fund 148,0.8573656759840432
Fund 1-Fund 149,0.8208424037106841
Fund 1-Fund 150,0.7653120855423118
Fund 1-Fund 151,0.8228291422474929
Fund 1-Fund 152,0.8882119511531806
Fund 1-Fund 153,0.8724251488845368
Fund 1-Fund 154,0.7642897869486859
Fund 1-Fund 155,0.8494728905906244
Fund 1-Fund 156,0.7630526668274071
Fund 1-Fund 157,0.8538083367137675
Fund 1-Fund 158,0.7821986687050623
Fund 1-Fund 159,0.8808755262002811
Fund 1-Fund 160,0.8907274094393284
Fund 1-Fund 161,0.6966191931070969
Fund 1-Fund 162,0.9313518236886313
Fund 1-Fund 163,0.8104465898659159
Fund 1-Fund 164,0.7822573690279527
Fund 1-Fund 165,0.7761625840097933
Fund 1-Fund 166,0.8898661283446787
Fund 1-Fund 167,0.7365785974849312
Fund 1-Fund 168,0.8352318345358324
Fund 1-Fund 169,0.814608131554935
Fund 1-Fund 170,0.8675618700886267
Fund 1-Fund 171,0.8698662944408757
Fund 1-Fund 172,0.8794991309823177
Fund 1-Fund 173,0.8462545512400055
Fund 1-Fund 174,0.8394244852798362
Fund 1-Fund 175,0.6781393267827273
Fund 1-Fund 176,0.7819450392025801
Fund 1-Fund 177,0.7881377647413892
Fund 1-Fund 178,0.8898661283446787
Fund 1-Fund 179,0.8420761865594106
Fund 1-Fund 180,0.8209371012900945
Fund 1-Fund 181,0.7797852102802048
Fund 1-Fund 182,0.8682406534242726
Fund 1-Fund 183,0.8748492336622369
Fund 1-Fund 184,0.7673601538531574
Fund 1-Fund 185,0.8501437639422756
Fund 1-Fund 186,0.8467343546159866
Fund 1-Fund 187,0.879265594289661
Fund 1-Fund 188,0.8668955900725243
Fund 1-Fund 189,0.6887861888181241
Fund 1-Fund 190,0.8424425190849093
Fund 1-Fund 191,0.8357432997991693
Fund 1-Fund 192,0.7577908850478926
Fund 1-Fund 193,0.7587018520898302
Fund 1-Fund 194,0.8565688020340578
Fund 1-Fund 195,0.8407311595116784
Fund 1-Fund 196,0.7519798271814986
Fund 1-Fund 197,0.735885236105968
Fund 1-Fund 198,0.6401534286895946
Fund 1-Fund 199,0.6419015151505681
Fund 1-Fund 200,0.6413908523320432
Fund 2-Fund 3,0.7573039799288225
Fund 2-Fund 4,0.7005562954927165
Fund 2-Fund 5,0.8091969570801657
Fund 2-Fund 6,0.6717934276803821
Fund 2-Fund 7,0.7474548353208442
Fund 2-Fund 8,0.6691050338087456
Fund 2-Fund 9,0.7445750599437322
Fund 2-Fund 10,0.7552958123959596
Fund 2-Fund 11,0.8311540933502624
Fund 2-Fund 12,0.7832175006109299
Fund 2-Fund 13,0.7527560914091765
Fund 2-Fund 14,0.7451598520843895
Fund 2-Fund 15,0.704418713099608
Fund 2-Fund 16,0.7689524401164383
Fund 2-Fund 17,0.8026497135362053
Fund 2-Fund 18,0.7297618331519681
Fund 2-Fund 19,0.6974833097628761
Fund 2-Fund 20,0.7863555960570892
Fund 2-Fund 21,0.7378934036388307
Fund 2-Fund 22,0.7568955414888453
Fund 2-Fund 23,0.7555600944033837
Fund 2-Fund 24,0.6906051109746453
Fund 2-Fund 25,0.7078589719916838
Fund 2-Fund 26,0.7564036321742221
Fund 2-Fund 27,0.7409358541349456
Fund 2-Fund 28,0.759126506802103
Fund 2-Fund 29,0.6870619678470612
Fund 2-Fund 30,0.7007968655485568
Fund 2-Fund 31,0.8017984871678447
Fund 2-Fund 32,0.8228291422474929
Fund 2-Fund 33,0.7615805548534328
Fund 2-Fund 34,0.7587406870238307
Fund 2-Fund 35,0.7614922371530516
Fund 2-Fund 36,0.68870582806013
Fund 2-Fund 37,0.6407122553967131
Fund 2-Fund 38,0.7963721024461252
Fund 2-Fund 39,0.8125999640220724
Fund 2-Fund 40,0.6763701647572713
Fund 2-Fund 41,0.7560266535678911
Fund 2-Fund 42,0.6926132785075081
Fund 2-Fund 43,0.6922664683249613
Fund 2-Fund 44,0.6681583069916331
Fund 2-Fund 45,0.749286981622365
Fund 2-Fund 46,0.7992339661686308
Fund 2-Fund 47,0.7928157821236901
Fund 2-Fund 48,0.5871201814776412
Fund 2-Fund 49,0.7330233723834628
Fund 2-Fund 50,0.7611346743349657
Fund 2-Fund 51,0.7650247086184673
Fund 2-Fund 52,0.7197717623065921
Fund 2-Fund 53,0.7141659665084706
Fund 2-Fund 54,0.7691594806582296
Fund 2-Fund 55,0.8145778994488284
Fund 2-Fund 56,0.7821984424544437
Fund 2-Fund 57,0.6673874597131166
Fund 2-Fund 58,0.6891357572926806
Fund 2-Fund 59,0.7773284111990751
Fund 2-Fund 60,0.7487021894817076
Fund 2-Fund 61,0.7996556553323455
Fund 2-Fund 62,0.8052211004139921
Fund 2-Fund 63,0.7161855168454081
Fund 2-Fund 64,0.6895574863077348
Fund 2-Fund 65,0.7811563439901736
Fund 2-Fund 66,0.6929751649720902
Fund 2-Fund 67,0.7410361032957412
Fund 2-Fund 68,0.7663622684084201
Fund 2-Fund 69,0.8183516236240627
Fund 2-Fund 70,0.7537182137213931
Fund 2-Fund 71,0.7653847813672137
Fund 2-Fund 72,0.7966827189345645
Fund 2-Fund 73,0.7811866316162294
Fund 2-Fund 74,0.7179197342065898
Fund 2-Fund 75,0.7879961313634883
Fund 2-Fund 76,0.7752814087322119
Fund 2-Fund 77,0.7161741340413336
Fund 2-Fund 78,0.719415106905626
Fund 2-Fund 79,0.7748586400309825
Fund 2-Fund 80,0.8124547573987786
Fund 2-Fund 81,0.797913690847513
Fund 2-Fund 82,0.7979158521765499
Fund 2-Fund 83,0.6639697810487615
Fund 2-Fund 84,0.6934199039146259
Fund 2-Fund 85,0.7071110499073343
Fund 2-Fund 86,0.802188533789885
Fund 2-Fund 87,0.6929751649720902
Fund 2-Fund 88,0.8159509434592636
Fund 2-Fund 89,0.6683131481735454
Fund 2-Fund 90,0.7211812734380847
Fund 2-Fund 91,0.667892449055223
Fund 2-Fund 92,0.7921790495674943
Fund 2-Fund 93,0.7599973153444076
Fund 2-Fund 94,0.6496329693645961
Fund 2-Fund 95,0.7606885337431085
Fund 2-Fund 96,0.7217799298394548
Fund 2-Fund 97,0.786903821489827
Fund 2-Fund 98,0.7895538321810056
Fund 2-Fund 99,0.8120740125339826
Fund 2-Fund 100,0.7231894409709474
Fund 2-Fund 101,0.7378934036388307
Fund 2-Fund 102,0.7166302557879441
Fund 2-Fund 103,0.7943639349132623
Fund 2-Fund 104,0.7603891802416448
Fund 2-Fund 105,0.7625278120546923
Fund 2-Fund 106,0.7390279357628783
Fund 2-Fund 107,0.7726931104794287
Fund 2-Fund 108,0.717583645172826
Fund 2-Fund 109,0.8141768268788443
Fund 2-Fund 110,0.7203012635793089
Fund 2-Fund 111,0.7638107490913136
Fund 2-Fund 112,0.7879961313634883
Fund 2-Fund 113,0.6639697810487615
Fund 2-Fund 114,0.7951633802368455
Fund 2-Fund 115,0.790343729476644
Fund 2-Fund 116,0.8120740125339826
Fund 2-Fund 117,0.7056709601071107
Fund 2-Fund 118,0.7709686057474809
Fund 2-Fund 119,0.7434398379701544
Fund 2-Fund 120,0.7592651583509031
Fund 2-Fund 121,0.8035155635972162
Fund 2-Fund 122,0.7768994248853646
Fund 2-Fund 123,0.6565887561116449
Fund 2-Fund 124,0.6929751649720902
Fund 2-Fund 125,0.7106666114505943
Fund 2-Fund 126,0.8291067533375739
Fund 2-Fund 127,0.6639697810487615
Fund 2-Fund 128,0.6929751649720902
Fund 2-Fund 129,0.7955208760777647
Fund 2-Fund 130,0.6020070795174105
Fund 2-Fund 131,0.5727315956426531
Fund 2-Fund 132,0.7330506134754414
Fund 2-Fund 133,0.7130375874006138
Fund 2-Fund 134,0.7509149231441781
Fund 2-Fund 135,0.7599973153444076
Fund 2-Fund 136,0.7601908031049014
Fund 2-Fund 137,0.6929751649720902
Fund 2-Fund 138,0.6964263516922047
Fund 2-Fund 139,0.8002910598262557
Fund 2-Fund 140,0.741404871576545
Fund 2-Fund 141,0.7745983327520074
Fund 2-Fund 142,0.7883637635899519
Fund 2-Fund 143,0.6860379956583555
Fund 2-Fund 144,0.7930458209211815
Fund 2-Fund 145,0.7146246347957473
Fund 2-Fund 146,0.7981976950024671
Fund 2-Fund 147,0.7747012780122914
Fund 2-Fund 148,0.6515917594427089
Fund 2-Fund 149,0.7501543793505288
Fund 2-Fund 150,0.7847577710780593
Fund 2-Fund 151,0.6858799437590237
Fund 2-Fund 152,0.7491067864234301
Fund 2-Fund 153,0.7086529470694195
Fund 2-Fund 154,0.7129119910542011
Fund 2-Fund 155,0.706784941571354
Fund 2-Fund 156,0.7322876078407095
Fund 2-Fund 157,0.6655904310918725
Fund 2-Fund 158,0.8153979878070362
Fund 2-Fund 159,0.7441997463538242
Fund 2-Fund 160,0.7476972752919375
Fund 2-Fund 161,0.8100658450011199
Fund 2-Fund 162,0.6929751649720902
Fund 2-Fund 163,0.6322971539173105
Fund 2-Fund 164,0.7231090618811029
Fund 2-Fund 165,0.6552576036169088
Fund 2-Fund 166,0.7888857691467656
Fund 2-Fund 167,0.722256428470885
Fund 2-Fund 168,0.7797286712863509
Fund 2-Fund 169,0.7197717623065921
Fund 2-Fund 170,0.6673874597131166
Fund 2-Fund 171,0.7509149231441781
Fund 2-Fund 172,0.6673874597131166
Fund 2-Fund 173,0.728817804139562
Fund 2-Fund 174,0.7530744900988687
Fund 2-Fund 175,0.6333952347046786
Fund 2-Fund 176,0.7141659665084706
Fund 2-Fund 177,0.8012421337014938
Fund 2-Fund 178,0.7626967012759712
Fund 2-Fund 179,0.7518148320222644
Fund 2-Fund 180,0.7910376533883186
Fund 2-Fund 181,0.8032129328811294
Fund 2-Fund 182,0.7231894409709474
Fund 2-Fund 183,0.7161855168454081
Fund 2-Fund 184,0.7677281153527913
Fund 2-Fund 185,0.7416746389816526
Fund 2-Fund 186,0.7048625778548062
Fund 2-Fund 187,0.7963721024461252
Fund 2-Fund 188,0.807203981278614
Fund 2-Fund 189,0.7007968655485568
Fund 2-Fund 190,0.758903709021708
Fund 2-Fund 191,0.7796211373113782
Fund 2-Fund 192,0.7092887443549759
Fund 2-Fund 193,0.8250665172806544
Fund 2-Fund 194,0.7048625778548062
Fund 2-Fund 195,0.7330233723834628
Fund 2-Fund 196,0.7519866752994764
Fund 2-Fund 197,0.7992339661686308
Fund 2-Fund 198,0.7299785159536167
Fund 2-Fund 199,0.8143953244723076
Fund 2-Fund 200,0.7724396979683502
Fund 3-Fund 4,0.8145778994488284
Fund 3-Fund 5,0.8322161733884362
Fund 3-Fund 6,0.6436614555589717
Fund 3-Fund 7,0.6463790739654542
Fund 3-Fund 8,0.6118935414194224
Fund 3-Fund 9,0.7614922371530516
Fund 3-Fund 10,0.7650608343602698
Fund 3-Fund 11,0.6905662760406442
Fund 3-Fund 12,0.7302794403078465
Fund 3-Fund 13,0.7791794429638655
Fund 3-Fund 14,0.8466933069099248
Fund 3-Fund 15,0.7150579912480537
Fund 3-Fund 16,0.8106291648424367
Fund 3-Fund 17,0.8670020160335206
Fund 3-Fund 18,0.7775863802161955
Fund 3-Fund 19,0.7979158521765499
Fund 3-Fund 20,0.6905729879494548
Fund 3-Fund 21,0.7213477941392985
Fund 3-Fund 22,0.7712068206709175
Fund 3-Fund 23,0.644120462757473
Fund 3-Fund 24,0.6894702859890807
Fund 3-Fund 25,0.7032878845734614
Fund 3-Fund 26,0.6954751422300132
Fund 3-Fund 27,0.8432388900926093
Fund 3-Fund 28,0.822960633966766
Fund 3-Fund 29,0.6272555621918294
Fund 3-Fund 30,0.701906533737099
Fund 3-Fund 31,0.8151292327208807
Fund 3-Fund 32,0.8254097782813169
Fund 3-Fund 33,0.7476375078716854
Fund 3-Fund 34,0.8002133673612376
Fund 3-Fund 35,0.7706603570247091
Fund 3-Fund 36,0.6118935414194224
Fund 3-Fund 37,0.67366505396685
Fund 3-Fund 38,0.7891157024272941
Fund 3-Fund 39,0.7288813119804286
Fund 3-Fund 40,0.7854705822053852
Fund 3-Fund 41,0.8007382264801154
Fund 3-Fund 42,0.720725276837643
Fund 3-Fund 43,0.7723620810130322
Fund 3-Fund 44,0.7142496089957493
Fund 3-Fund 45,0.8432388900926093
Fund 3-Fund 46,0.7612733258837658
Fund 3-Fund 47,0.8675795142079039
Fund 3-Fund 48,0.7350881774800709
Fund 3-Fund 49,0.7771465148386487
Fund 3-Fund 50,0.779279114735264
Fund 3-Fund 51,0.8261721583874471
Fund 3-Fund 52,0.7657514908353402
Fund 3-Fund 53,0.8481512672398034
Fund 3-Fund 54,0.8115587985376506
Fund 3-Fund 55,0.7665187946901482
Fund 3-Fund 56,0.7957951147649502
Fund 3-Fund 57,0.7854705822053852
Fund 3-Fund 58,0.803164348159363
Fund 3-Fund 59,0.8022215348941005
Fund 3-Fund 60,0.8124547573987786
Fund 3-Fund 61,0.8184636134027032
Fund 3-Fund 62,0.7339811866946048
Fund 3-Fund 63,0.8145778994488284
Fund 3-Fund 64,0.8217365523312313
Fund 3-Fund 65,0.7663622684084201
Fund 3-Fund 66,0.8537672890077058
Fund 3-Fund 67,0.8303896480799946
Fund 3-Fund 68,0.750807561190507
Fund 3-Fund 69,0.8145778994488284
Fund 3-Fund 70,0.600357022164556
Fund 3-Fund 71,0.7240112807250606
Fund 3-Fund 72,0.7449091972274442
Fund 3-Fund 73,0.8165768998373831
Fund 3-Fund 74,0.7783966001076047
Fund 3-Fund 75,0.8303896480799946
Fund 3-Fund 76,0.6579982672431375
Fund 3-Fund 77,0.7980040452015532
Fund 3-Fund 78,0.8342728670374303
Fund 3-Fund 79,0.8164034920051703
Fund 3-Fund 80,0.7166697692920924
Fund 3-Fund 81,0.7289890446072936
Fund 3-Fund 82,0.6834887979686126
Fund 3-Fund 83,0.7777321139103973
Fund 3-Fund 84,0.8012421337014938
Fund 3-Fund 85,0.783764101527186
Fund 3-Fund 86,0.6922165708609296
Fund 3-Fund 87,0.8216518815466103
Fund 3-Fund 88,0.8101368486104294
Fund 3-Fund 89,0.7581438006380382
Fund 3-Fund 90,0.6979455441325744
Fund 3-Fund 91,0.7598614531629903
Fund 3-Fund 92,0.7568955414888453
Fund 3-Fund 93,0.7915854735953868
Fund 3-Fund 94,0.6103989191015701
Fund 3-Fund 95,0.7807254765912931
Fund 3-Fund 96,0.7515226840845913
Fund 3-Fund 97,0.7538189047675836
Fund 3-Fund 98,0.8610542810385736
Fund 3-Fund 99,0.8124547573987786
Fund 3-Fund 100,0.8487333550045411
Fund 3-Fund 101,0.8214610436749248
Fund 3-Fund 102,0.7239724457910597
Fund 3-Fund 103,0.8030677262578356
Fund 3-Fund 104,0.7724396979683502
Fund 3-Fund 105,0.7963721024461252
Fund 3-Fund 106,0.7253705741184776
Fund 3-Fund 107,0.8178364096277307
Fund 3-Fund 108,0.7824952464055644
Fund 3-Fund 109,0.8254097782813169
Fund 3-Fund 110,0.7512291693861657
Fund 3-Fund 111,0.8521117154963229
Fund 3-Fund 112,0.8254097782813169
Fund 3-Fund 113,0.7901545712328716
Fund 3-Fund 114,0.8334053786321594
Fund 3-Fund 115,0.7955342082017786
Fund 3-Fund 116,0.7682907401626513
Fund 3-Fund 117,0.8032894737141815
Fund 3-Fund 118,0.8145778994488284
Fund 3-Fund 119,0.7162724072487158
Fund 3-Fund 120,0.6681583069916331
Fund 3-Fund 121,0.7812037219758032
Fund 3-Fund 122,0.8567624455074967
Fund 3-Fund 123,0.8180287533442002
Fund 3-Fund 124,0.8264207045112102
Fund 3-Fund 125,0.7410361032957412
Fund 3-Fund 126,0.8461950293358835
Fund 3-Fund 127,0.8322161733884362
Fund 3-Fund 128,0.8432388900926093
Fund 3-Fund 129,0.8145778994488284
Fund 3-Fund 130,0.7054370509616488
Fund 3-Fund 131,0.7216036350251278
Fund 3-Fund 132,0.6421030366945201
Fund 3-Fund 133,0.7554216033951078
Fund 3-Fund 134,0.7757492995493632
Fund 3-Fund 135,0.8219621575843139
Fund 3-Fund 136,0.8432388900926093
Fund 3-Fund 137,0.8322646995045679
Fund 3-Fund 138,0.6132843227172294
Fund 3-Fund 139,0.68815044765406
Fund 3-Fund 140,0.668393157956077
Fund 3-Fund 141,0.6525005616733475
Fund 3-Fund 142,0.7981976950024671
Fund 3-Fund 143,0.7193461824104431
Fund 3-Fund 144,0.8361649079948283
Fund 3-Fund 145,0.6513621892634515
Fund 3-Fund 146,0.8106291648424367
Fund 3-Fund 147,0.8007382264801154
Fund 3-Fund 148,0.7898435132880474
Fund 3-Fund 149,0.8076699163438776
Fund 3-Fund 150,0.7630526668274071
Fund 3-Fund 151,0.6830971206239606
Fund 3-Fund 152,0.8500985983329113
Fund 3-Fund 153,0.7955342082017786
Fund 3-Fund 154,0.7638107490913136
Fund 3-Fund 155,0.8103604097562811
Fund 3-Fund 156,0.6906051109746453
Fund 3-Fund 157,0.7577027114603054
Fund 3-Fund 158,0.7665187946901482
Fund 3-Fund 159,0.7797286712863509
Fund 3-Fund 160,0.8145778994488284
Fund 3-Fund 161,0.7682907401626513
Fund 3-Fund 162,0.8234774741029518
Fund 3-Fund 163,0.7087209849857499
Fund 3-Fund 164,0.6851657263507711
Fund 3-Fund 165,0.7506891881529623
Fund 3-Fund 166,0.8675795142079039
Fund 3-Fund 167,0.708302542931178
Fund 3-Fund 168,0.7612733258837658
Fund 3-Fund 169,0.7891157024272941
Fund 3-Fund 170,0.8216518815466103
Fund 3-Fund 171,0.8537672890077058
Fund 3-Fund 172,0.8183256000216651
Fund 3-Fund 173,0.7962483848479648
Fund 3-Fund 174,0.8361649079948283
Fund 3-Fund 175,0.753307508805992
Fund 3-Fund 176,0.7472804347797741
Fund 3-Fund 177,0.7772072598792417
Fund 3-Fund 178,0.8540267482854078
Fund 3-Fund 179,0.8927270788073005
Fund 3-Fund 180,0.7883637635899519
Fund 3-Fund 181,0.7589428815015333
Fund 3-Fund 182,0.750807561190507
Fund 3-Fund 183,0.8361649079948283
Fund 3-Fund 184,0.8012421337014938
Fund 3-Fund 185,0.8264409134736025
Fund 3-Fund 186,0.7186779368249552
Fund 3-Fund 187,0.7963721024461252
Fund 3-Fund 188,0.8080779176083707
Fund 3-Fund 189,0.6758796320786133
Fund 3-Fund 190,0.7817933778130675
Fund 3-Fund 191,0.7530878997255346
Fund 3-Fund 192,0.8303241324310382
Fund 3-Fund 193,0.7545071437705947
Fund 3-Fund 194,0.8395701994178145
Fund 3-Fund 195,0.8414179441753853
Fund 3-Fund 196,0.735885236105968
Fund 3-Fund 197,0.7085205610388268
Fund 3-Fund 198,0.6610419939856006
Fund 3-Fund 199,0.7109485116683635
Fund 3-Fund 200,0.6807711795621297
Fund 4-Fund 5,0.8676538600464333
Fund 4-Fund 6,0.6272555621918294
Fund 4-Fund 7,0.6443869693592659
Fund 4-Fund 8,0.5966231371957038
Fund 4-Fund 9,0.8333985888686515
Fund 4-Fund 10,0.8242871025773715
Fund 4-Fund 11,0.7189900256551985
Fund 4-Fund 12,0.6859149345883339
Fund 4-Fund 13,0.8406909825380724
Fund 4-Fund 14,0.8847665526014289
Fund 4-Fund 15,0.6677052332420849
Fund 4-Fund 16,0.866239457270341
Fund 4-Fund 17,0.8610542810385736
Fund 4-Fund 18,0.8506424607119588
Fund 4-Fund 19,0.8012421337014938
Fund 4-Fund 20,0.7197717623065921
Fund 4-Fund 21,0.7261912458695493
Fund 4-Fund 22,0.7992339661686308
Fund 4-Fund 23,0.6138922376486898
Fund 4-Fund 24,0.75977028818825
Fund 4-Fund 25,0.8312560418054602
Fund 4-Fund 26,0.6904915129725003
Fund 4-Fund 27,0.7641603226602574
Fund 4-Fund 28,0.8460629348950545
Fund 4-Fund 29,0.6662837032998181
Fund 4-Fund 30,0.7123907373694754
Fund 4-Fund 31,0.8322161733884362
Fund 4-Fund 32,0.8138719484467052
Fund 4-Fund 33,0.8276965119036609
Fund 4-Fund 34,0.8271379955182565
Fund 4-Fund 35,0.7801902749215808
Fund 4-Fund 36,0.5939625753986614
Fund 4-Fund 37,0.7937186893500904
Fund 4-Fund 38,0.8319474183022808
Fund 4-Fund 39,0.7728504724981196
Fund 4-Fund 40,0.8121131850138076
Fund 4-Fund 41,0.8333985888686515
Fund 4-Fund 42,0.7252426719373565
Fund 4-Fund 43,0.8602281189425092
Fund 4-Fund 44,0.7801902749215808
Fund 4-Fund 45,0.8544335690238082
Fund 4-Fund 46,0.7820075703585342
Fund 4-Fund 47,0.8747958467905371
Fund 4-Fund 48,0.7793134568668235
Fund 4-Fund 49,0.8504848344174161
Fund 4-Fund 50,0.8285718176232214
Fund 4-Fund 51,0.8842632165467885
Fund 4-Fund 52,0.8531541368447282
Fund 4-Fund 53,0.8467343546159866
Fund 4-Fund 54,0.8637274728037792
Fund 4-Fund 55,0.7819787562666808
Fund 4-Fund 56,0.7616906142897951
Fund 4-Fund 57,0.8395743173211179
Fund 4-Fund 58,0.8750836500883621
Fund 4-Fund 59,0.834815501492468
Fund 4-Fund 60,0.85912127834743
Fund 4-Fund 61,0.8170538823326611
Fund 4-Fund 62,0.7773284111990751
Fund 4-Fund 63,0.8915092543336753
Fund 4-Fund 64,0.8951986681697718
Fund 4-Fund 65,0.8066531219444385
Fund 4-Fund 66,0.8466933069099248
Fund 4-Fund 67,0.8292569248898773
Fund 4-Fund 68,0.7961580162799928
Fund 4-Fund 69,0.7979550246563747
Fund 4-Fund 70,0.6146938338487219
Fund 4-Fund 71,0.6570894650124988
Fund 4-Fund 72,0.7845300035007471
Fund 4-Fund 73,0.83963515225267
Fund 4-Fund 74,0.8519427947472943
Fund 4-Fund 75,0.8895102539451208
Fund 4-Fund 76,0.6719806434935205
Fund 4-Fund 77,0.8481512672398034
Fund 4-Fund 78,0.8558915293536864
